issue_id	function_address	function_name	occurrence	decompiler_line	classification	reason	compiler_blocker	abi_blocker	excerpt
0062D120/raw_pointer_offset/8788d26ddc91/1	0062D120	FUN_0062d120	1	16	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	if ((this != (void *)0xffffffd0) && (iVar2 = *(int *)((int)this + param_1 * 4 + 0x30), iVar2 != 0)
0062D230/raw_pointer_offset/5e7bb3be6a03/1	0062D230	FUN_0062d230	1	14	dynamic_darray_or_runtime_stride	the address depends on a runtime container stride; a static field or C array would misstate the ABI	0	0	array = *(DArrayTy **)((int)this + *param_1 * 4 + 0x30);
0062D2D0/raw_pointer_offset/8788d26ddc91/1	0062D2D0	FUN_0062d2d0	1	37	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	if ((this != (void *)0xffffffd0) && (iVar2 = *(int *)((int)this + param_1 * 4 + 0x30), iVar2 != 0)
0062D2D0/raw_pointer_offset/c8b14acea6b1/1	0062D2D0	FUN_0062d2d0	2	59	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	iVar4 = *(int *)((int)this + param_1 * 4 + 0x30);
0062D910/raw_pointer_offset/223993c03f2e/1	0062D910	STManRub3C::AddNewDock	1	73	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	local_c = *(int *)(local_8->field_0030[param_1 + 8] + 0xc);
0062DB50/raw_pointer_offset/b32c0ef1f212/1	0062DB50	FUN_0062db50	1	14	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	iVar1 = *(int *)((int)this + param_1 * 4 + 0x50);
0062DBD0/raw_pointer_offset/6ef95934db4a/1	0062DBD0	FUN_0062dbd0	5	58	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	iVar3 = *(int *)((int)this + param_1 * 4 + 0x70);
0062DBD0/raw_pointer_offset/b32c0ef1f212/1	0062DBD0	FUN_0062dbd0	2	26	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	iVar1 = *(int *)((int)this + param_1 * 4 + 0x50);
0062DBD0/raw_pointer_offset/b484a946b4dd/1	0062DBD0	FUN_0062dbd0	4	47	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	if ((-1 < (int)local_8) && (iVar3 = *(int *)((int)this + param_1 * 4 + 0x70), iVar3 != 0)) {
0062DBD0/raw_pointer_offset/be69dfea2a59/1	0062DBD0	FUN_0062dbd0	1	17	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	iVar3 = *(int *)((int)this + param_1 * 4 + 0x50);
0062DBD0/raw_pointer_offset/f1cdcd033ab5/1	0062DBD0	FUN_0062dbd0	3	41	dynamic_darray_or_runtime_stride	the address depends on a runtime container stride; a static field or C array would misstate the ABI	0	0	DArrayRemoveAt(*(DArrayTy **)((int)this + param_1 * 4 + 0x50),uVar4);
0062DD00/raw_pointer_offset/84b733d258c3/1	0062DD00	FUN_0062dd00	1	10	dynamic_darray_or_runtime_stride	the address depends on a runtime container stride; a static field or C array would misstate the ABI	0	0	array = *(DArrayTy **)((int)this + param_1 * 4 + 0x50);
0062DD00/raw_pointer_offset/cf56ba752f19/1	0062DD00	FUN_0062dd00	2	13	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(undefined4 *)((int)this + param_1 * 4 + 0x50) = 0;
0062DD80/raw_pointer_offset/7b8ab643c78d/1	0062DD80	STManRub3C::AddNewColl3	1	51	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	iVar4 = *(int *)(local_c->field_0030[param_1 + 0x10] + 0xc);
0062DF30/raw_pointer_offset/4b5ff0892d86/1	0062DF30	FUN_0062df30	1	14	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	iVar1 = *(int *)((int)this + param_1 * 4 + 0x70);
0062DFD0/raw_pointer_offset/4b5ff0892d86/1	0062DFD0	FUN_0062dfd0	1	16	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	iVar1 = *(int *)((int)this + param_1 * 4 + 0x70);
0062DFD0/raw_pointer_offset/6ef95934db4a/1	0062DFD0	FUN_0062dfd0	2	23	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	iVar3 = *(int *)((int)this + param_1 * 4 + 0x70);
0062DFD0/raw_pointer_offset/be69dfea2a59/1	0062DFD0	FUN_0062dfd0	3	29	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	iVar3 = *(int *)((int)this + param_1 * 4 + 0x50);
0062DFD0/raw_pointer_offset/be9735c9aa65/1	0062DFD0	FUN_0062dfd0	4	38	dynamic_darray_or_runtime_stride	the address depends on a runtime container stride; a static field or C array would misstate the ABI	0	0	DArrayRemoveAt(*(DArrayTy **)((int)this + param_1 * 4 + 0x70),local_8);
0062E0F0/raw_pointer_offset/1041dfc8b791/1	0062E0F0	FUN_0062e0f0	1	10	dynamic_darray_or_runtime_stride	the address depends on a runtime container stride; a static field or C array would misstate the ABI	0	0	array = *(DArrayTy **)((int)this + param_1 * 4 + 0x70);
0062E0F0/raw_pointer_offset/5105c285c8d3/1	0062E0F0	FUN_0062e0f0	2	13	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(undefined4 *)((int)this + param_1 * 4 + 0x70) = 0;
0062E3A0/raw_pointer_offset/afb79885972f/1	0062E3A0	FUN_0062e3a0	1	13	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	iVar2 = *(int *)((int)this + (int)param_1 * 4 + 0x50);
0062E490/raw_pointer_offset/afb79885972f/1	0062E490	FUN_0062e490	1	18	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	iVar2 = *(int *)((int)this + (int)param_1 * 4 + 0x50);
0062E550/raw_pointer_offset/be69dfea2a59/1	0062E550	FUN_0062e550	1	22	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	iVar3 = *(int *)((int)this + param_1 * 4 + 0x50);
0062E640/raw_pointer_offset/b32c0ef1f212/1	0062E640	FUN_0062e640	1	17	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	iVar1 = *(int *)((int)this + param_1 * 4 + 0x50);
0062E6B0/raw_pointer_offset/b32c0ef1f212/1	0062E6B0	FUN_0062e6b0	1	14	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	iVar1 = *(int *)((int)this + param_1 * 4 + 0x50);
0062ED90/raw_pointer_offset/8fa6ce5fcc7e/1	0062ED90	STRubbishC::RubbishCreatePart	1	65	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(STT3DSprC **)((&local_c->field_01E5)[iVar6] + 0x10) = pSVar4;
0062EF00/raw_pointer_offset/25250b3d6d0b/1	0062EF00	STRubbishC::sub_0062EF00	5	30	packed_unaligned_or_union_view	the exact access is misaligned for its width; preserve the packed/unaligned per-use view until a complete union partition is proven	0	0	*(uint *)((&this->field_01E5)[param_1] + 0x35) = g_playSystem_00802A38->field_00E4;
0062EF00/raw_pointer_offset/28fa8b90cb5d/1	0062EF00	STRubbishC::sub_0062EF00	1	25	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(uint *)((&this->field_01E5)[param_1] + 0x14) = (uint)(ushort)param_2->field_0028;
0062EF00/raw_pointer_offset/2d7384bad540/1	0062EF00	STRubbishC::sub_0062EF00	9	41	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(int *)((&this->field_01E5)[param_1] + 0x2c) = iVar4;
0062EF00/raw_pointer_offset/31d6f1682f8d/1	0062EF00	STRubbishC::sub_0062EF00	3	27	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(undefined4 *)((&this->field_01E5)[param_1] + 0x24) = *(undefined4 *)&param_2->field_0x18;
0062EF00/raw_pointer_offset/6f7d69b6a354/1	0062EF00	STRubbishC::sub_0062EF00	7	34	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(uint *)((&this->field_01E5)[param_1] + 0x1c) = (uVar1 >> 0x10) % 5;
0062EF00/raw_pointer_offset/ae2977605c49/1	0062EF00	STRubbishC::sub_0062EF00	2	26	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(undefined4 *)((&this->field_01E5)[param_1] + 0x20) = *(undefined4 *)&param_2->field_0x14;
0062EF00/raw_pointer_offset/ba8e3d297cc3/1	0062EF00	STRubbishC::sub_0062EF00	4	28	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(undefined4 *)((&this->field_01E5)[param_1] + 0x28) = *(undefined4 *)&param_2->field_0x1c;
0062EF00/raw_pointer_offset/d6706d169653/1	0062EF00	STRubbishC::sub_0062EF00	8	36	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	iVar5 = *(int *)((&this->field_01E5)[param_1] + 0x1c);
0062EF00/raw_pointer_offset/da685b385609/1	0062EF00	STRubbishC::sub_0062EF00	6	31	packed_unaligned_or_union_view	the exact access is misaligned for its width; preserve the packed/unaligned per-use view until a complete union partition is proven	0	0	*(undefined4 *)((&this->field_01E5)[param_1] + 0x39) = 3000;
0062EF00/raw_pointer_offset/f51429a87a2c/1	0062EF00	STRubbishC::sub_0062EF00	10	43	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(uint *)((&this->field_01E5)[param_1] + 0xc) = (uint)*(ushort *)&param_2->field_0x24;
0062F080/raw_pointer_offset/4d78c3273ec0/1	0062F080	FUN_0062f080	1	18	packed_unaligned_or_union_view	the exact access is misaligned for its width; preserve the packed/unaligned per-use view until a complete union partition is proven	0	0	iVar1 = *(int *)((int)this + param_1 * 4 + 0x1e5);
0062F0D0/raw_pointer_offset/4d78c3273ec0/1	0062F0D0	FUN_0062f0d0	1	15	packed_unaligned_or_union_view	the exact access is misaligned for its width; preserve the packed/unaligned per-use view until a complete union partition is proven	0	0	iVar1 = *(int *)((int)this + param_1 * 4 + 0x1e5);
0062F0D0/raw_pointer_offset/9fdddb2e4765/1	0062F0D0	FUN_0062f0d0	2	21	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	*(undefined1 *)(*(int *)((int)this + param_1 * 4 + 0x1e5) + 0x3d) = 1;
0062F6C0/raw_pointer_offset/4d78c3273ec0/1	0062F6C0	FUN_0062f6c0	1	14	packed_unaligned_or_union_view	the exact access is misaligned for its width; preserve the packed/unaligned per-use view until a complete union partition is proven	0	0	iVar1 = *(int *)((int)this + param_1 * 4 + 0x1e5);
0062F830/raw_pointer_offset/0cbf3ccd3bb7/1	0062F830	FUN_0062f830	3	21	packed_unaligned_or_union_view	the exact access is misaligned for its width; preserve the packed/unaligned per-use view until a complete union partition is proven	0	0	*(uint *)(*(int *)((int)this + param_2 * 4 + 0x1e5) + 0x35) = g_playSystem_00802A38->field_00E4;
0062F830/raw_pointer_offset/23491c6791c8/1	0062F830	FUN_0062f830	2	20	packed_unaligned_or_union_view	the exact access is misaligned for its width; preserve the packed/unaligned per-use view until a complete union partition is proven	0	0	*(undefined4 *)(*(int *)((int)this + param_2 * 4 + 0x1e5) + 0x18) = 2;
0062F830/raw_pointer_offset/41712e038059/1	0062F830	FUN_0062f830	4	22	packed_unaligned_or_union_view	the exact access is misaligned for its width; preserve the packed/unaligned per-use view until a complete union partition is proven	0	0	*(undefined4 *)(*(int *)((int)this + param_2 * 4 + 0x1e5) + 0x39) = 10;
0062F830/raw_pointer_offset/4565fa2820df/1	0062F830	FUN_0062f830	1	12	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	piVar1 = *(int **)((int)this + param_2 * 4 + 0x1e5);
0062F830/raw_pointer_offset/ab131f3b837a/1	0062F830	FUN_0062f830	5	23	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	*(undefined1 *)(*(int *)((int)this + param_2 * 4 + 0x1e5) + 0x34) = 0;
0062FCA0/raw_pointer_offset/d35a3f89c682/1	0062FCA0	STRubbishC::sub_0062FCA0	1	53	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	iVar4 = thunk_FUN_0062f080(this,iVar3,*(undefined4 *)((&this->field_01E5)[iVar3] + 0xc),
00630160/raw_pointer_offset/c833aba85bed/1	00630160	FUN_00630160	1	11	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	piVar1 = *(int **)((int)this + param_1 * 4 + 0x1e5);
00630220/raw_pointer_offset/4d78c3273ec0/1	00630220	FUN_00630220	1	10	packed_unaligned_or_union_view	the exact access is misaligned for its width; preserve the packed/unaligned per-use view until a complete union partition is proven	0	0	iVar1 = *(int *)((int)this + param_1 * 4 + 0x1e5);
00630340/raw_pointer_offset/02e287446c99/1	00630340	FUN_00630340	2	24	packed_unaligned_or_union_view	the exact access is misaligned for its width; preserve the packed/unaligned per-use view until a complete union partition is proven	0	0	*param_2 = *(int *)((int)this + param_1 * 4 + 0x1e5) + 0x14;
00630340/raw_pointer_offset/34011e53c3ce/1	00630340	FUN_00630340	3	25	packed_unaligned_or_union_view	the exact access is misaligned for its width; preserve the packed/unaligned per-use view until a complete union partition is proven	0	0	*param_4 = *(undefined4 *)(*(int *)((int)this + param_1 * 4 + 0x1e5) + 8);
00630340/raw_pointer_offset/93301cf712d1/1	00630340	FUN_00630340	4	26	packed_unaligned_or_union_view	the exact access is misaligned for its width; preserve the packed/unaligned per-use view until a complete union partition is proven	0	0	*(undefined4 *)(*(int *)((int)this + param_1 * 4 + 0x1e5) + 0x10) = 0;
00630340/raw_pointer_offset/df5a31880ff7/1	00630340	FUN_00630340	1	19	packed_unaligned_or_union_view	the exact access is misaligned for its width; preserve the packed/unaligned per-use view until a complete union partition is proven	0	0	(iVar1 = *(int *)((int)this + param_1 * 4 + 0x1e5), iVar1 != 0)) &&
006303E0/raw_pointer_offset/02e287446c99/1	006303E0	FUN_006303e0	2	13	packed_unaligned_or_union_view	the exact access is misaligned for its width; preserve the packed/unaligned per-use view until a complete union partition is proven	0	0	*param_2 = *(int *)((int)this + param_1 * 4 + 0x1e5) + 0x14;
006303E0/raw_pointer_offset/4d78c3273ec0/1	006303E0	FUN_006303e0	1	10	packed_unaligned_or_union_view	the exact access is misaligned for its width; preserve the packed/unaligned per-use view until a complete union partition is proven	0	0	iVar1 = *(int *)((int)this + param_1 * 4 + 0x1e5);
00632E30/raw_pointer_offset/5d5fe438bd04/1	00632E30	FUN_00632e30	1	80	insufficient_independent_evidence	a fixed offset is visible, but no unique owner, complete compatible layout, and independent typed boundary jointly prove a field	0	0	iVar7 = *(int *)(param_1->field_0000 + 0xc);
00632E30/raw_pointer_offset/5d5fe438bd04/2	00632E30	FUN_00632e30	2	189	insufficient_independent_evidence	a fixed offset is visible, but no unique owner, complete compatible layout, and independent typed boundary jointly prove a field	0	0	iVar7 = *(int *)(param_1->field_0000 + 0xc);
00632E30/raw_pointer_offset/649edab5478c/1	00632E30	FUN_00632e30	4	295	insufficient_independent_evidence	a fixed offset is visible, but no unique owner, complete compatible layout, and independent typed boundary jointly prove a field	0	0	uVar12 = *(uint *)(param_1->field_0000 + 0xc);
00632E30/raw_pointer_offset/aacced2d4024/1	00632E30	FUN_00632e30	3	233	insufficient_independent_evidence	a fixed offset is visible, but no unique owner, complete compatible layout, and independent typed boundary jointly prove a field	0	0	if ((param_1->field_0000 != 0) && (iVar7 = *(int *)(param_1->field_0000 + 0xc), iVar7 != 0)) {
00635F50/raw_pointer_offset/6b14e71c8897/1	00635F50	FUN_00635f50	1	13	insufficient_independent_evidence	a fixed offset is visible, but no unique owner, complete compatible layout, and independent typed boundary jointly prove a field	0	0	iVar1 = *(int *)(*param_1 + 0xc);
00635FD0/raw_pointer_offset/50e7436c4ad8/1	00635FD0	FUN_00635fd0	1	26	insufficient_independent_evidence	a fixed offset is visible, but no unique owner, complete compatible layout, and independent typed boundary jointly prove a field	0	0	iVar1 = *(int *)(*(int *)param_1 + 0xc);
00636750/raw_pointer_offset/8396fb2dcc12/1	00636750	FUN_00636750	1	14	insufficient_independent_evidence	a fixed offset is visible, but no unique owner, complete compatible layout, and independent typed boundary jointly prove a field	0	0	iVar1 = *(int *)(param_1->field_002C + 0xc);
0063E410/raw_pointer_offset/732635b5372c/1	0063E410	FUN_0063e410	1	23	insufficient_independent_evidence	a fixed offset is visible, but no unique owner, complete compatible layout, and independent typed boundary jointly prove a field	0	0	iVar1 = *(int *)(param_1->field_0336 + 0xc);
0063F790/raw_pointer_offset/3384c561cfb8/1	0063F790	FUN_0063f790	4	140	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	*(undefined1 *)(param_1->field_037F + 0x15) = 1;
0063F790/raw_pointer_offset/75656e37313b/1	0063F790	FUN_0063f790	3	138	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if ((*(char *)(param_1->field_037F + 0x15) == '\0') &&
0063F790/raw_pointer_offset/770357258a61/1	0063F790	FUN_0063f790	2	136	insufficient_independent_evidence	a fixed offset is visible, but no unique owner, complete compatible layout, and independent typed boundary jointly prove a field	0	0	*(int *)(param_1->field_037F + 0xc) = iVar6;
0063F790/raw_pointer_offset/c1220fadfce1/1	0063F790	FUN_0063f790	5	146	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	(uint)(PTR_008032b8 + (uint)*(byte *)((int)param_1->field_037F + 0x15) * 0x80));
0063F790/raw_pointer_offset/e0f3ef849cbe/1	0063F790	FUN_0063f790	1	45	insufficient_independent_evidence	a fixed offset is visible, but no unique owner, complete compatible layout, and independent typed boundary jointly prove a field	0	0	iVar3 = *(int *)(param_1->field_0336 + 0xc);
006406D0/raw_pointer_offset/3146f02463c8/1	006406D0	STTorpC::GetMessage	1	808	insufficient_independent_evidence	a fixed offset is visible, but no unique owner, complete compatible layout, and independent typed boundary jointly prove a field	0	0	local_c4 = *(int *)(&DAT_007e6468 + (this_00->field_0259 * 5 + -0x2ee + (uVar19 & 0xff)) * 4
006461E0/raw_pointer_offset/bd2c587fc1c6/1	006461E0	STVolcanoC::GetMessage	1	106	packed_unaligned_or_union_view	the exact access is misaligned for its width; preserve the packed/unaligned per-use view until a complete union partition is proven	0	0	*(undefined4 *)(*(int *)((int)local_8->field_0061 + 0x21) + 0xa0),0x5a,0x2f
00647C80/raw_pointer_offset/112b53c97436/1	00647C80	FUN_00647c80	1	8	packed_unaligned_or_union_view	the exact access is misaligned for its width; preserve the packed/unaligned per-use view until a complete union partition is proven	0	0	return *(undefined4 *)(param_1 + 0xd6);
00647CA0/raw_pointer_offset/bf9df7b18439/1	00647CA0	FUN_00647ca0	1	9	packed_unaligned_or_union_view	the exact access is misaligned for its width; preserve the packed/unaligned per-use view until a complete union partition is proven	0	0	return *(undefined4 *)((int)this + param_1 * 4 + 0xde);
00647CE0/raw_pointer_offset/cac88c05bb51/1	00647CE0	FUN_00647ce0	1	8	packed_unaligned_or_union_view	the exact access is misaligned for its width; preserve the packed/unaligned per-use view until a complete union partition is proven	0	0	*(undefined4 *)((int)this + param_1 * 4 + 0xde) = param_2;
00647D10/raw_pointer_offset/d365ee15f297/1	00647D10	FUN_00647d10	1	9	packed_unaligned_or_union_view	the exact access is misaligned for its width; preserve the packed/unaligned per-use view until a complete union partition is proven	0	0	return *(undefined4 *)((int)this + param_1 * 4 + 0x52f);
0064DD70/raw_pointer_offset/26ce8c340cf4/1	0064DD70	FUN_0064dd70	1	10	insufficient_independent_evidence	a fixed offset is visible, but no unique owner, complete compatible layout, and independent typed boundary jointly prove a field	0	0	(**(code **)(*param_3 + 0x140))(param_4);
0064E680/raw_pointer_offset/351a0291bb6c/1	0064E680	FUN_0064e680	1	12	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)(param_1 + 0xd0 + iVar1) != '\b') {
0064E6C0/raw_pointer_offset/351a0291bb6c/1	0064E6C0	FUN_0064e6c0	1	12	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)(param_1 + 0xd0 + iVar1) != '\b') {
0064E700/raw_pointer_offset/351a0291bb6c/1	0064E700	FUN_0064e700	1	12	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)(param_1 + 0xd0 + iVar1) != '\b') {
0064E740/raw_pointer_offset/351a0291bb6c/1	0064E740	FUN_0064e740	1	12	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)(param_1 + 0xd0 + iVar1) != '\b') {
0064E7C0/raw_pointer_offset/b5e29208d93d/1	0064E7C0	FUN_0064e7c0	1	12	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)((int)param_1 + iVar1 + 0xd0) != '\b') {
0064E830/raw_pointer_offset/b5e29208d93d/1	0064E830	FUN_0064e830	1	12	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)((int)param_1 + iVar1 + 0xd0) != '\b') {
0064EB60/raw_pointer_offset/351a0291bb6c/1	0064EB60	FUN_0064eb60	1	12	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)(param_1 + 0xd0 + iVar1) != '\b') {
0064EBA0/raw_pointer_offset/351a0291bb6c/1	0064EBA0	FUN_0064eba0	1	12	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)(param_1 + 0xd0 + iVar1) != '\b') {
0064EDC0/raw_pointer_offset/351a0291bb6c/1	0064EDC0	FUN_0064edc0	1	12	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)(param_1 + 0xd0 + iVar1) != '\b') {
0064EE00/raw_pointer_offset/351a0291bb6c/1	0064EE00	FUN_0064ee00	1	12	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)(param_1 + 0xd0 + iVar1) != '\b') {
0064EE40/raw_pointer_offset/b5e29208d93d/1	0064EE40	FUN_0064ee40	1	12	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)((int)param_1 + iVar1 + 0xd0) != '\b') {
0064EE90/raw_pointer_offset/351a0291bb6c/1	0064EE90	FUN_0064ee90	1	12	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)(param_1 + 0xd0 + iVar1) != '\b') {
0064EED0/raw_pointer_offset/351a0291bb6c/1	0064EED0	FUN_0064eed0	1	12	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)(param_1 + 0xd0 + iVar1) != '\b') {
0064EF50/raw_pointer_offset/351a0291bb6c/1	0064EF50	FUN_0064ef50	1	12	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)(param_1 + 0xd0 + iVar1) != '\b') {
0064F000/raw_pointer_offset/351a0291bb6c/1	0064F000	FUN_0064f000	1	17	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)(param_1 + 0xd0 + iVar1) != '\b') {
0064F040/raw_pointer_offset/351a0291bb6c/1	0064F040	FUN_0064f040	1	17	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)(param_1 + 0xd0 + iVar1) != '\b') {
0064F080/raw_pointer_offset/351a0291bb6c/1	0064F080	FUN_0064f080	1	12	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)(param_1 + 0xd0 + iVar1) != '\b') {
0064F320/raw_pointer_offset/351a0291bb6c/1	0064F320	FUN_0064f320	1	12	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)(param_1 + 0xd0 + iVar1) != '\b') {
0064F3B0/raw_pointer_offset/351a0291bb6c/1	0064F3B0	FUN_0064f3b0	1	12	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)(param_1 + 0xd0 + iVar1) != '\b') {
0064F3F0/raw_pointer_offset/351a0291bb6c/1	0064F3F0	FUN_0064f3f0	1	12	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)(param_1 + 0xd0 + iVar1) != '\b') {
0064F5A0/raw_pointer_offset/351a0291bb6c/1	0064F5A0	FUN_0064f5a0	1	12	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)(param_1 + 0xd0 + iVar1) != '\b') {
0064F5E0/raw_pointer_offset/351a0291bb6c/1	0064F5E0	FUN_0064f5e0	1	12	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)(param_1 + 0xd0 + iVar1) != '\b') {
0064F700/raw_pointer_offset/6b161bcd2e9b/1	0064F700	FUN_0064f700	3	33	insufficient_independent_evidence	a fixed offset is visible, but no unique owner, complete compatible layout, and independent typed boundary jointly prove a field	0	0	if ((-1 < *(int *)(param_1 + 0xc)) && (*(int *)(param_1 + 0xc) < 3)) {
0064F700/raw_pointer_offset/b5e29208d93d/1	0064F700	FUN_0064f700	2	20	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)((int)param_1 + iVar1 + 0xd0) != '\b') {
0064F700/raw_pointer_offset/dd377a2cf724/1	0064F700	FUN_0064f700	1	12	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)((int)param_1 + iVar1 + 0xd0) != '\n') {
0064F900/raw_pointer_offset/de79bdd80986/1	0064F900	FUN_0064f900	1	12	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)((int)param_1 + iVar1 + 0xd0) != '\b') goto LAB_0064f931;
0064FEB0/raw_pointer_offset/bf012e09a43e/1	0064FEB0	FUN_0064feb0	1	12	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)(param_1 + 0xd0 + iVar1) != '\n') {
00650370/raw_pointer_offset/bf012e09a43e/1	00650370	FUN_00650370	1	12	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)(param_1 + 0xd0 + iVar1) != '\n') {
00650760/raw_pointer_offset/b5e29208d93d/1	00650760	FUN_00650760	1	17	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)((int)param_1 + iVar1 + 0xd0) != '\b') {
006507E0/raw_pointer_offset/351a0291bb6c/1	006507E0	FUN_006507e0	1	17	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)(param_1 + 0xd0 + iVar1) != '\b') {
